nofinessej;rsej;activite;libactivite;modalite;libmodalite;forme;libforme;noautor;dateautor;nofinesset;rset;noligautor;noligautoranc;noautorarhgos;noimplarhgos;sectpsy;libsectpsy;datemeo;datefin
510000532;SA COURLANCY SANTE;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442607579;1997-02-25;510024979;POLYCLINIQUE REIMS - BEZANNES;7579;;44-21-36615;44-21-36615;;;2008-08-12;2026-02-12
510000532;SA COURLANCY SANTE;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;442607580;2007-03-27;510024979;POLYCLINIQUE REIMS - BEZANNES;7580;;44-21-62696;44-21-62696;;;2007-03-28;2022-09-27
510000532;SA COURLANCY SANTE;18;Traitement du cancer;92;Chirurgie des cancers : urologie;00;Pas de forme;442608107;2009-09-23;510024979;POLYCLINIQUE REIMS - BEZANNES;8107;;44-21-41087;44-21-41087;;;2009-09-23;2027-03-23
510027972;SAS CALIREIMS;18;Traitement du cancer;68;Radiothérapie externe;00;Pas de forme;442604278;2009-06-30;510027998;CALIREIMS;4278;;44-21-36371;44-21-36371;;;2009-06-30;2026-12-29
520780032;CENTRE HOSPITALIER DE CHAUMONT;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;442605343;2011-05-05;520000027;CENTRE HOSPITALIER DE CHAUMONT;5343;;44-21-41302;44-21-41302;;;2012-03-27;2022-09-26
520780032;CENTRE HOSPITALIER DE CHAUMONT;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;442606152;2011-05-05;520000027;CENTRE HOSPITALIER DE CHAUMONT;6152;;44-21-41304;44-21-41304;;;2012-03-27;2022-09-26
520780032;CENTRE HOSPITALIER DE CHAUMONT;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604337;1994-02-01;520000027;CENTRE HOSPITALIER DE CHAUMONT;4337;;44-21-36588;44-21-36588;;;2011-08-04;2022-02-02
520780032;CENTRE HOSPITALIER DE CHAUMONT;14;Médecine d'urgence;22;SAMU Service d'aide médicale urgente;00;Pas de forme;442604349;2007-03-27;520000027;CENTRE HOSPITALIER DE CHAUMONT;4349;;44-21-36650;44-21-36650;;;2012-03-27;2022-09-26
520780040;HOPITAL DE JOINVILLE;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442610202;2020-11-10;520000035;HOPITAL DE JOINVILLE;10202;;44-21-74149;44-21-74149;;;;
520780040;HOPITAL DE JOINVILLE;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604345;2000-10-26;520000035;HOPITAL DE JOINVILLE;4345;;44-21-36589;44-21-36589;;;2011-08-04;2029-02-02
520780057;CENTRE HOSPITALIER DE LANGRES;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;442604947;2011-05-05;520000043;CENTRE HOSPITALIER DE LANGRES;4947;;44-21-41308;44-21-41308;;;2012-03-27;2022-09-26
520780057;CENTRE HOSPITALIER DE LANGRES;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;442605344;2011-05-05;520000043;CENTRE HOSPITALIER DE LANGRES;5344;;44-21-41306;44-21-41306;;;2012-03-27;2022-09-26
520780057;CENTRE HOSPITALIER DE LANGRES;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442604350;2004-09-30;520000043;CENTRE HOSPITALIER DE LANGRES;4350;;44-21-36652;44-21-36652;;;2004-09-30;2027-03-09
520780057;CENTRE HOSPITALIER DE LANGRES;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604351;1996-10-21;520000043;CENTRE HOSPITALIER DE LANGRES;4351;;44-21-36653;44-21-36653;;;2011-08-03;2022-02-02
520780065;CENTRE HOSPITALIER DE MONTIER-EN-DER;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442608734;2000-10-26;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;8734;;44-21-36654;44-21-36654;;;2011-08-04;2029-02-02
520780073;CENTRE HOSPITALIER DE SAINT-DIZIER;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;442604882;2009-09-23;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;4882;;44-21-41001;44-21-41001;;;2009-09-23;2021-09-22
520780073;CENTRE HOSPITALIER DE SAINT-DIZIER;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;442604948;2011-05-05;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;4948;;44-21-41313;44-21-41313;;;2012-03-27;2022-09-26
520780073;CENTRE HOSPITALIER DE SAINT-DIZIER;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442608735;2000-11-30;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;8735;;44-21-36655;44-21-36655;;;2011-08-02;2022-01-31
520780073;CENTRE HOSPITALIER DE SAINT-DIZIER;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442608736;2004-10-28;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;8736;;44-21-36659;44-21-36659;;;2005-01-11;2027-07-11
520780073;CENTRE HOSPITALIER DE SAINT-DIZIER;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;442609070;2011-05-05;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;9070;;44-21-41314;44-21-41314;;;2012-03-27;2022-09-26
520780073;CENTRE HOSPITALIER DE SAINT-DIZIER;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442609347;2009-09-23;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;9347;;44-21-48811;44-21-48811;;;2009-09-23;2027-03-22
520780073;CENTRE HOSPITALIER DE SAINT-DIZIER;18;Traitement du cancer;92;Chirurgie des cancers : urologie;00;Pas de forme;442602429;2009-09-23;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;2429;;44-21-41002;44-21-41002;;;2009-09-23;2027-03-22
510000953;ARPDD;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;44;Hémodialyse en unité d'auto dialyse assistée;14;Non saisonnier;442605477;2005-10-25;520000753;UNITE D'AUTODIALYSE DE SAINT-DIZIER;5477;;44-21-36358;44-21-36358;;;2005-10-25;2026-06-01
510000953;ARPDD;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;43;Hémodialyse en unité d'auto dialyse simple;14;Non saisonnier;442607808;2005-09-01;520000753;UNITE D'AUTODIALYSE DE SAINT-DIZIER;7808;;44-21-36353;44-21-36353;;;2005-10-25;2026-06-01
510000953;ARPDD;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;45;Hémodialyse à domicile;00;Pas de forme;442604280;2005-10-25;520000753;UNITE D'AUTODIALYSE DE SAINT-DIZIER;4280;;44-21-36363;44-21-36363;;;2005-10-25;2026-06-01
510000953;ARPDD;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;46;Dialyse péritonéale à domicile;00;Pas de forme;442604285;2005-10-25;520000753;UNITE D'AUTODIALYSE DE SAINT-DIZIER;4285;;44-21-36368;44-21-36368;;;2005-10-25;2026-06-01
750047367;SAS HAD FRANCE;01;Médecine;00;Pas de modalité;05;Hospitalisation à domicile (au domicile du patient);112604352;2008-12-17;520003823;HAD CHAUMONT LANGRES;4352;;44-21-36675;44-21-36675;;;2010-10-18;2028-04-17
510000953;ARPDD;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;42;Hémodialyse en unité médicalisée;00;Pas de forme;442604344;2010-07-01;520004052;UNITE DE DIALYSE MEDICALISEE;4344;;44-21-36633;44-21-36633;;;2011-12-12;2022-06-12
520004664;POLE DE SANTE SUD HAUT MARNAIS - GCS;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;442604913;2009-09-23;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;4913;;44-21-41097;44-21-41097;;;2009-09-23;2027-03-23
520004664;POLE DE SANTE SUD HAUT MARNAIS - GCS;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442605987;2009-09-23;520004680;GCS POLE DE SANTE SUD 52 - CH CHAUMONT;5987;;44-21-48807;44-21-48807;;;2009-09-23;2027-03-22
630011831;SELARL U2R;18;Traitement du cancer;68;Radiothérapie externe;00;Pas de forme;842607590;2009-09-23;520004847;SELARL U2R SITE CTRE MED CHIR CHAUMONT;7590;;44-21-36674;44-21-36674;;;2009-09-23;2027-03-22
520000092;SARL CLINI LA COMPASSION;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442608088;2008-02-26;520780156;CLINIQUE DE LA COMPASSION;8088;;44-21-36635;44-21-36635;;;2009-02-11;2026-08-10
520000100;SAS CLINIQUE FRANCOIS 1ER;18;Traitement du cancer;91;Chirurgie des cancers : sein;00;Pas de forme;442604902;2009-09-23;520780180;CLINIQUE FRANCOIS 1ER;4902;;44-21-41005;44-21-41005;;;2009-09-23;2021-09-22
520000100;SAS CLINIQUE FRANCOIS 1ER;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;442604903;2009-09-23;520780180;CLINIQUE FRANCOIS 1ER;4903;;44-21-41006;44-21-41006;;;2009-09-23;2021-09-22
520000100;SAS CLINIQUE FRANCOIS 1ER;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442609346;2009-09-23;520780180;CLINIQUE FRANCOIS 1ER;9346;;44-21-48810;44-21-48810;;;2009-09-23;2021-09-22
520000118;SA CTRE MEDICO CHIR LE BOIS;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604843;2000-10-26;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;4843;;44-21-36643;44-21-36643;;;2011-08-04;2029-02-02
520000118;SA CTRE MEDICO CHIR LE BOIS;18;Traitement du cancer;67;Chimiothérapie ou autres traitements médicaux spécifiques du cancer;15;Forme non précisée;442605925;2009-09-23;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;5925;;44-21-48312;44-21-48312;;;2009-09-23;2027-03-22
520000118;SA CTRE MEDICO CHIR LE BOIS;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;43;Hémodialyse en unité d'auto dialyse simple;14;Non saisonnier;442610203;2020-11-10;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;10203;;44-21-74150;44-21-74150;;;2024-10-14;2031-10-13
520000118;SA CTRE MEDICO CHIR LE BOIS;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442603106;1993-07-15;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;3106;;44-21-36579;44-21-36579;;;2012-05-31;2022-11-30
520000118;SA CTRE MEDICO CHIR LE BOIS;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;40;Hémodialyse en centre pour adultes;00;Pas de forme;442604335;2005-10-25;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;4335;;44-21-36577;44-21-36577;;;2008-10-24;2026-04-23
520000118;SA CTRE MEDICO CHIR LE BOIS;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;42;Hémodialyse en unité médicalisée;00;Pas de forme;442604336;2008-06-25;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;4336;;44-21-36578;44-21-36578;;;2010-06-09;2027-12-08
520780032;CENTRE HOSPITALIER DE CHAUMONT;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604359;2000-11-30;520782939;USLD DU CH DE CHAUMONT;4359;;44-21-36647;44-21-36647;;;2011-08-02;2029-01-31
530000025;CH DU HAUT ANJOU;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;522605011;2007-03-30;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;5011;;52-52-1631;52-52-1631;;;2009-05-26;2026-11-25
530000025;CH DU HAUT ANJOU;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;522607055;2016-06-16;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;7055;;52-52-59694;52-52-59694;;;2016-06-17;2029-02-01
530000025;CH DU HAUT ANJOU;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);522603496;2001-01-29;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;3496;;52-52-370;52-52-370;;;2001-08-02;2029-02-01
530000025;CH DU HAUT ANJOU;03;Gynécologie, obstétrique, néonatologie, réanimation néonatale;01;Gynécologie obstétrique;01;Hospitalisation complète (24 heures consécutives ou plus);522603767;1998-05-13;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;3767;;52-52-572;52-52-572;;;2008-09-02;2026-03-01
530000025;CH DU HAUT ANJOU;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;522604251;2007-03-30;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;4251;;52-52-1185;52-52-1185;;;2009-05-26;2026-11-25
530007202;CH DU SUD OUEST MAYENNAIS;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);522602008;2000-12-26;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;2008;;52-52-381;52-52-381;;;2001-08-02;2029-02-01
530000074;CH DU NORD MAYENNE;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;522604958;2007-03-30;530000173;CH DU NORD MAYENNE;4958;;52-52-1612;52-52-1612;;;2011-11-14;2029-05-13
530000074;CH DU NORD MAYENNE;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);522603500;2001-01-29;530000173;CH DU NORD MAYENNE;3500;;52-52-387;52-52-387;;;2001-08-02;2029-02-01
530000074;CH DU NORD MAYENNE;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;522603514;2007-03-30;530000173;CH DU NORD MAYENNE;3514;;52-52-393;52-52-393;;;2011-11-14;2029-05-13
530000074;CH DU NORD MAYENNE;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;522603515;2005-10-20;530000173;CH DU NORD MAYENNE;3515;;52-52-391;52-52-391;;;2006-09-21;2029-02-01
530007202;CH DU SUD OUEST MAYENNAIS;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);522603524;2000-12-25;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;3524;;52-52-395;52-52-395;;;2001-08-02;2029-02-01
530000371;CH DE LAVAL;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;522604959;2007-03-30;530000264;CENTRE HOSPITALIER DE LAVAL;4959;;52-52-1616;52-52-1616;;;2011-10-20;2029-04-19
530000371;CH DE LAVAL;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;522605368;2004-05-03;530000264;CENTRE HOSPITALIER DE LAVAL;5368;;52-52-44064;52-52-44064;;;2003-07-18;2029-02-01
530000371;CH DE LAVAL;14;Médecine d'urgence;22;SAMU Service d'aide médicale urgente;00;Pas de forme;522601961;2007-03-30;530000264;CENTRE HOSPITALIER DE LAVAL;1961;;52-52-584;52-52-584;;;2011-10-20;2029-04-19
530000371;CH DE LAVAL;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;45;Hémodialyse à domicile;00;Pas de forme;522602214;2020-06-24;530000264;CENTRE HOSPITALIER DE LAVAL;2214;;52-52-75443;52-52-75443;;;2021-10-18;2029-04-17
530000371;CH DE LAVAL;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;46;Dialyse péritonéale à domicile;00;Pas de forme;522602217;2020-06-24;530000264;CENTRE HOSPITALIER DE LAVAL;2217;;52-52-75445;52-52-75445;;;2021-10-18;2029-04-17
530000371;CH DE LAVAL;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);522603771;2001-01-30;530000264;CENTRE HOSPITALIER DE LAVAL;3771;;52-52-573;52-52-573;;;2001-08-02;2029-02-01
530000371;CH DE LAVAL;03;Gynécologie, obstétrique, néonatologie, réanimation néonatale;01;Gynécologie obstétrique;01;Hospitalisation complète (24 heures consécutives ou plus);522603773;2001-01-29;530000264;CENTRE HOSPITALIER DE LAVAL;3773;;52-52-577;52-52-577;;;2001-08-02;2029-02-01
530000371;CH DE LAVAL;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;42;Hémodialyse en unité médicalisée;00;Pas de forme;522603775;2008-12-01;530000264;CENTRE HOSPITALIER DE LAVAL;3775;;52-52-595;52-52-595;;;2011-01-17;2028-07-16
530000371;CH DE LAVAL;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;522603776;2007-03-30;530000264;CENTRE HOSPITALIER DE LAVAL;3776;;52-52-586;52-52-586;;;2011-10-20;2029-04-19
530009042;SAS ILC MALLET PROUX;18;Traitement du cancer;68;Radiothérapie externe;00;Pas de forme;522605826;2011-11-30;530005628;CENTRE MALLET-PROUX;5826;;52-52-47883;52-52-47883;;;2009-10-03;2027-04-02
440002590;ASSOCIATION ECHO;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;44;Hémodialyse en unité d'auto dialyse assistée;14;Non saisonnier;522604259;2007-06-25;530006188;DIALYSE ECHO LAVAL;4259;;52-52-1202;52-52-1202;;;2010-03-31;2027-09-30
690049853;DIAVERUM ANGERS;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;44;Hémodialyse en unité d'auto dialyse assistée;14;Non saisonnier;842606921;2013-06-25;530008119;DIALYSE DIAVERUM CHATEAU GONTIER;6921;;52-52-58426;52-52-58426;;;2015-10-21;2028-04-20
690049853;DIAVERUM ANGERS;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;42;Hémodialyse en unité médicalisée;00;Pas de forme;842609277;2013-06-25;530008119;DIALYSE DIAVERUM CHATEAU GONTIER;9277;;52-52-46842;52-52-46842;;;2015-10-21;2028-04-20
530000371;CH DE LAVAL;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);522603582;2000-12-19;530032424;USLD CH DE LAVAL;3582;;52-52-418;52-52-418;;;2001-08-02;2029-02-02
530007202;CH DU SUD OUEST MAYENNAIS;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);522603594;2000-12-19;530032770;USLD CH SUD OUEST MAYENNAIS;3594;;52-52-420;52-52-420;;;2001-08-02;2023-06-01
540023264;CHRU DE NANCY;17;AMP DPN;75;AMP Bio:Conservation à usage autologue des gamètes et préparation/conservation à usage autologue des tissus germinaux en applicat. de l'art.L.2141-11;00;Pas de forme;442604815;2007-12-18;540000015;CHRU NANCY - MATERNITE;4815;;44-41-40589;44-41-40589;;;2010-12-19;2026-04-22
540023264;CHRU DE NANCY;17;AMP DPN;73;AMP Clinique : mise en oeuvre de l'accueil des embryons;00;Pas de forme;442604816;2007-12-18;540000015;CHRU NANCY - MATERNITE;4816;;44-41-40590;44-41-40590;;;2012-01-23;2026-04-22
540023264;CHRU DE NANCY;17;AMP DPN;49;AMP clinique : prélèvement de spermatozoïdes;00;Pas de forme;442604821;1996-05-06;540000015;CHRU NANCY - MATERNITE;4821;;44-41-40621;44-41-40621;;;2009-01-02;2026-04-22
540023264;CHRU DE NANCY;17;AMP DPN;47;AMP clinique : prélèvement d'ovocytes en vue d'une AMP;00;Pas de forme;442604827;1996-05-06;540000015;CHRU NANCY - MATERNITE;4827;;44-41-40631;44-41-40631;;;2009-01-02;2026-04-22
540023264;CHRU DE NANCY;17;AMP DPN;80;AMP Bio : activité relative à la FIV avec ou sans micromanipulation;00;Pas de forme;442604828;1996-05-06;540000015;CHRU NANCY - MATERNITE;4828;;44-41-40636;44-41-40636;;;2009-01-02;2026-04-22
540023264;CHRU DE NANCY;17;AMP DPN;74;AMP Bio : conservation des embryons en vue d'un projet parental;00;Pas de forme;442604829;1996-05-06;540000015;CHRU NANCY - MATERNITE;4829;;44-41-40642;44-41-40642;;;2009-01-02;2026-04-22
540023264;CHRU DE NANCY;17;AMP DPN;52;AMP Bio : recueil, préparation, conservation et mise à disposition du sperme en vue d'un don;00;Pas de forme;442604839;1996-05-05;540000015;CHRU NANCY - MATERNITE;4839;;44-41-40673;44-41-40673;;;2009-01-02;2026-04-22
540023264;CHRU DE NANCY;18;Traitement du cancer;94;Chirurgie des cancers : gynécologie;00;Pas de forme;442604853;2009-07-15;540000015;CHRU NANCY - MATERNITE;4853;;44-41-40899;44-41-40899;;;2011-06-23;2027-01-29
540023264;CHRU DE NANCY;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442605995;2009-07-15;540000015;CHRU NANCY - MATERNITE;5995;;44-41-48837;44-41-48837;;;2011-06-23;2027-01-29
540023264;CHRU DE NANCY;14;Médecine d'urgence;27;SMURP Structure mobile d'urg et de réa pédiatrique;14;Non saisonnier;442607768;2007-02-20;540000015;CHRU NANCY - MATERNITE;7768;;44-41-65813;44-41-65813;;;2009-04-20;2026-10-19
540023264;CHRU DE NANCY;14;Médecine d'urgence;24;SUP Structure des urgences pédiatriques;14;Non saisonnier;442607769;2007-02-20;540000015;CHRU NANCY - MATERNITE;7769;;44-41-65814;44-41-65814;;;2009-04-20;2026-10-19
540023264;CHRU DE NANCY;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442608801;2001-01-16;540000015;CHRU NANCY - MATERNITE;8801;;44-41-37051;44-41-37051;;;2009-01-02;2029-02-01
540023264;CHRU DE NANCY;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442608804;2007-06-19;540000015;CHRU NANCY - MATERNITE;8804;;44-41-37136;44-41-37136;;;2009-07-17;2029-02-01
540023264;CHRU DE NANCY;17;AMP DPN;48;AMP clinique : prélèvement d'ovocytes en vue d'un don;00;Pas de forme;442601777;2020-12-22;540000015;CHRU NANCY - MATERNITE;1777;;44-41-74427;44-41-74427;;;2021-05-01;2028-04-30
540023264;CHRU DE NANCY;17;AMP DPN;50;AMP clinique : transfert des embryons en vue de leur implantation;00;Pas de forme;442603750;1996-05-06;540000015;CHRU NANCY - MATERNITE;3750;;44-41-40632;44-41-40632;;;2009-01-02;2026-04-22
540023264;CHRU DE NANCY;17;AMP DPN;51;AMP Bio : préparation et conservation du sperme en vue d'une insémination artificielle;00;Pas de forme;442604012;1996-05-06;540000015;CHRU NANCY - MATERNITE;4012;;44-41-40633;44-41-40633;;;2009-01-02;2026-04-22
540023264;CHRU DE NANCY;17;AMP DPN;59;AMP Bio : Conservation des embryons en vue de leur accueil et mise en oeuvre de celui-ci;00;Pas de forme;442604396;2007-12-18;540000015;CHRU NANCY - MATERNITE;4396;;44-41-37059;44-41-37059;;;2012-01-23;2026-04-22
540000049;CENTRE HOSPITALIER SAINT CHARLES TOUL;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442605989;2009-07-15;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;5989;;44-41-48832;44-41-48832;;;2009-07-15;2027-01-29
540000049;CENTRE HOSPITALIER SAINT CHARLES TOUL;03;Gynécologie, obstétrique, néonatologie, réanimation néonatale;01;Gynécologie obstétrique;01;Hospitalisation complète (24 heures consécutives ou plus);442608802;2001-01-16;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;8802;;44-41-37142;44-41-37142;;;2001-01-16;2028-04-08
540000049;CENTRE HOSPITALIER SAINT CHARLES TOUL;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;442609041;2009-07-15;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;9041;;44-41-40849;44-41-40849;;;2009-07-15;2027-01-29
540000049;CENTRE HOSPITALIER SAINT CHARLES TOUL;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;442609082;2007-02-20;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;9082;;44-41-41533;44-41-41533;;;2009-03-09;2026-09-08
540000049;CENTRE HOSPITALIER SAINT CHARLES TOUL;03;Gynécologie, obstétrique, néonatologie, réanimation néonatale;01;Gynécologie obstétrique;02;Hospitalisation à temps partiel de jour ou de nuit;442604397;1995-01-26;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;4397;;44-41-37064;44-41-37064;;;2005-10-17;2028-04-08
540000049;CENTRE HOSPITALIER SAINT CHARLES TOUL;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604398;2001-01-16;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;4398;;44-41-37065;44-41-37065;;;2001-01-16;2028-04-08
540000049;CENTRE HOSPITALIER SAINT CHARLES TOUL;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442604399;1995-01-26;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;4399;;44-41-37066;44-41-37066;;;1995-01-26;2028-04-08
540000049;CENTRE HOSPITALIER SAINT CHARLES TOUL;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;442604400;2007-02-20;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;4400;;44-41-37069;44-41-37069;;;2009-03-09;2026-09-08
540014081;ASSOCIATION DE GESTION MH DE BACCARAT;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;442601935;2020-09-30;540000072;MAISON HOSPITALIERE DE BACCARAT;1935;;44-41-73998;44-41-73998;;;2021-04-19;2028-04-18
540014081;ASSOCIATION DE GESTION MH DE BACCARAT;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);442604434;2001-01-16;540000072;MAISON HOSPITALIERE DE BACCARAT;4434;;44-41-37230;44-41-37230;;;2001-01-16;2029-02-01
540000080;CENTRE HOSPITALIER DE LUNEVILLE;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;442605010;2010-07-28;540000155;CENTRE HOSPITALIER DE LUNEVILLE;5010;;44-41-41525;44-41-41525;;;2010-08-05;2028-02-04
540000080;CENTRE HOSPITALIER DE LUNEVILLE;01;Médecine;00;Pas de modalité;05;Hospitalisation à domicile (au domicile du patient);442605250;2012-06-14;540000155;CENTRE HOSPITALIER DE LUNEVILLE;5250;;44-41-43012;44-41-43012;;;2015-01-05;2027-07-04
540000080;CENTRE HOSPITALIER DE LUNEVILLE;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;442605993;2010-07-15;540000155;CENTRE HOSPITALIER DE LUNEVILLE;5993;;44-41-48833;44-41-48833;;;2010-08-05;2027-01-29
540000080;CENTRE HOSPITALIER DE LUNEVILLE;18;Traitement du cancer;92;Chirurgie des cancers : urologie;00;Pas de forme;442609047;2009-07-15;540000155;CENTRE HOSPITALIER DE LUNEVILLE;9047;;44-41-40891;44-41-40891;;;2009-07-15;2027-01-29
540000080;CENTRE HOSPITALIER DE LUNEVILLE;03;Gynécologie, obstétrique, néonatologie, réanimation néonatale;01;Gynécologie obstétrique;01;Hospitalisation complète (24 heures consécutives ou plus);442604404;2001-01-16;540000155;CENTRE HOSPITALIER DE LUNEVILLE;4404;;44-41-37076;44-41-37076;;;2010-08-05;2028-02-04
