nofinessej;rsej;activite;libactivite;modalite;libmodalite;forme;libforme;noautor;dateautor;nofinesset;rset;noligautor;noligautoranc;noautorarhgos;noimplarhgos;sectpsy;libsectpsy;datemeo;datefin
030005821;SCP CENTRE DE RADIOTHERAPIE;18;Traitement du cancer;68;Radiothérapie externe;00;Pas de forme;842604811;2009-11-25;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;4811;;84-83-40578;84-83-40578;;;2011-05-06;2027-05-25
630000990;AURA SANTE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;46;Dialyse péritonéale à domicile;00;Pas de forme;842609905;2019-07-31;030003719;AURA SANTE MOULINS;9905;;84-83-71666;84-83-71666;;;2021-06-01;2028-11-30
180006496;CTRE D'ONCOLOGIE ET DE RADIO ST JEAN;18;Traitement du cancer;68;Radiothérapie externe;00;Pas de forme;242602124;2009-11-25;030008726;CTRE ONCO ST JEAN SITE MOULINS;2124;;84-83-39004;84-83-39004;;;2009-11-25;2027-05-25
030000194;POLYCLINIQUE LA PERGOLA (SA);01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);842608975;2001-06-12;030780548;POLYCLINIQUE LA PERGOLA;8975;;84-83-38992;84-83-38992;;;2001-06-12;2029-02-03
030000194;POLYCLINIQUE LA PERGOLA (SA);01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;842609327;2019-10-10;030780548;POLYCLINIQUE LA PERGOLA;9327;;84-83-72156;84-83-72156;;;2020-09-29;2028-03-28
030000426;POLYCLINIQUE ST-FRANCOIS ST-ANTOINE;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;842604649;2004-05-25;030781116;HOPITAL PRIVE SAINT-FRANCOIS;4649;;84-83-38915;84-83-38915;;;2005-12-08;2027-04-04
030000426;POLYCLINIQUE ST-FRANCOIS ST-ANTOINE;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);842604734;1999-06-01;030781116;HOPITAL PRIVE SAINT-FRANCOIS;4734;;84-83-39708;84-83-39708;;;1999-10-05;2027-04-04
030780118;CH DE VICHY;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);842604678;2002-10-01;030783583;ULSD CH JACQUES LACARIN VICHY;4678;;84-83-39114;84-83-39114;;;2002-10-01;2029-02-03
030780092;CH DE MOULINS YZEURE;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);842604651;2000-10-03;030785190;UNITE DE SOINS DE LONGUE DUREE;4651;;84-83-38919;84-83-38919;;;2000-10-03;2029-02-03
030009088;SAS SEPSO;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;842604685;1993-06-28;030785430;POLYCLINIQUE SAINT-ODILON;4685;;84-83-39128;84-83-39128;;;1993-06-28;2026-08-19
030009088;SAS SEPSO;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);842608978;2002-11-19;030785430;POLYCLINIQUE SAINT-ODILON;8978;;84-83-39033;84-83-39033;;;2005-04-20;2028-05-09
040780132;EPS PIERRE GROUES DE BARCELONNETTE;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932609875;2000-10-10;040000036;EPS PIERRE GROUES DE BARCELONNETTE;9875;;93-93-2070;93-93-2070;;;2001-08-03;2029-02-02
040780132;EPS PIERRE GROUES DE BARCELONNETTE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932601879;2010-10-18;040000036;EPS PIERRE GROUES DE BARCELONNETTE;1879;;93-93-4334;93-93-4334;;;2010-10-18;2028-04-17
040780140;EPS DUCELIA CASTELLANE;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932608168;2000-10-10;040000044;EPS DUCELIA DE CASTELLANE;8168;;93-93-2072;93-93-2072;;;2001-08-03;2029-02-02
040780140;EPS DUCELIA CASTELLANE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932601873;2010-10-18;040000044;EPS DUCELIA DE CASTELLANE;1873;;93-93-4331;93-93-4331;;;2010-10-18;2028-04-17
040780215;CHI DE MANOSQUE LOUIS RAFFALLI;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932609409;2019-12-30;040000069;CHI MANOSQUE SITE FORCALQUIER;9409;;93-93-72814;93-93-72814;;;2023-04-02;2030-10-01
040780215;CHI DE MANOSQUE LOUIS RAFFALLI;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602884;2010-10-18;040000069;CHI MANOSQUE SITE FORCALQUIER;2884;;93-93-4448;93-93-4448;;;2010-10-18;2028-04-17
040780215;CHI DE MANOSQUE LOUIS RAFFALLI;03;Gynécologie, obstétrique, néonatologie, réanimation néonatale;01;Gynécologie obstétrique;01;Hospitalisation complète (24 heures consécutives ou plus);932609874;2001-11-13;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;9874;;93-93-2088;93-93-2088;;;2010-04-29;2029-05-27
040780215;CHI DE MANOSQUE LOUIS RAFFALLI;03;Gynécologie, obstétrique, néonatologie, réanimation néonatale;01;Gynécologie obstétrique;02;Hospitalisation à temps partiel de jour ou de nuit;932601819;2001-01-22;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;1819;;93-93-2081;93-93-2081;;;2001-08-03;2029-05-27
040780215;CHI DE MANOSQUE LOUIS RAFFALLI;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;932602545;2007-03-20;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;2545;;93-93-2085;93-93-2085;;;2007-03-20;2022-09-20
040780215;CHI DE MANOSQUE LOUIS RAFFALLI;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;932602546;2007-03-28;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;2546;;93-93-2086;93-93-2086;;;2007-03-28;2022-09-20
040780215;CHI DE MANOSQUE LOUIS RAFFALLI;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932602551;2001-01-09;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;2551;;93-93-2082;93-93-2082;;;2001-08-03;2029-02-02
040780215;CHI DE MANOSQUE LOUIS RAFFALLI;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;932602796;2001-01-22;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;2796;;93-93-2083;93-93-2083;;;2001-01-22;2029-02-02
040780231;EPS LUMIERE DE RIEZ;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932601713;2000-10-10;040000119;EPS LUMIERE DE RIEZ;1713;;93-93-2089;93-93-2089;;;2001-08-03;2029-02-02
040780231;EPS LUMIERE DE RIEZ;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932601883;2010-10-18;040000119;EPS LUMIERE DE RIEZ;1883;;93-93-4333;93-93-4333;;;2010-10-18;2028-04-17
040780249;EPS VALLEE DE LA BLANCHE;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932608167;2000-10-10;040000127;EPS VALLEE DE LA BLANCHE SEYNE ALPES;8167;;93-93-2091;93-93-2091;;;2001-08-03;2029-02-02
050002948;CHI DES ALPES DU SUD;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932601740;2001-01-25;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;1740;;93-93-2092;93-93-2092;;;2001-08-03;2029-02-02
050002948;CHI DES ALPES DU SUD;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932601981;2010-10-18;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;1981;;93-93-64695;93-93-64695;;;2010-10-18;2028-04-17
050002948;CHI DES ALPES DU SUD;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;932602548;2007-02-27;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;2548;;93-93-2095;93-93-2095;;;2008-04-22;2025-10-22
050002948;CHI DES ALPES DU SUD;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;932602550;2007-02-27;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;2550;;93-93-2096;93-93-2096;;;2008-04-22;2025-10-22
050002948;CHI DES ALPES DU SUD;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602887;2010-10-18;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;2887;;93-93-4455;93-93-4455;;;2010-10-18;2028-04-17
050002948;CHI DES ALPES DU SUD;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;932603476;2003-10-14;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;3476;;93-93-2097;93-93-2097;;;2004-05-06;2029-02-02
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;932606264;2007-03-20;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;6264;;93-93-45582;93-93-45582;;;2007-03-20;2022-09-20
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;01;Médecine;00;Pas de modalité;02;Hospitalisation à temps partiel de jour ou de nuit;932609879;1996-01-29;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;9879;;93-93-2107;93-93-2107;;;1996-12-02;2027-08-18
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;932609880;2007-03-28;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;9880;;93-93-2109;93-93-2109;;;2007-03-28;2022-09-20
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;14;Médecine d'urgence;22;SAMU Service d'aide médicale urgente;00;Pas de forme;932609881;2007-03-28;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;9881;;93-93-2110;93-93-2110;;;2007-03-28;2022-09-20
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;01;Médecine;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932609882;1996-01-29;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;9882;;93-93-2112;93-93-2112;;;2000-01-02;2027-08-18
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;03;Gynécologie, obstétrique, néonatologie, réanimation néonatale;01;Gynécologie obstétrique;01;Hospitalisation complète (24 heures consécutives ou plus);932601648;2001-11-27;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;1648;;93-93-2114;93-93-2114;;;2006-11-27;2029-05-27
040000168;CENTRE DES CARMES;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932602831;2000-02-08;040002248;CENTRE DES CARMES USLD;2831;;93-93-4223;93-93-4223;;;2004-04-21;2027-08-18
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;07;Infanto-juvénile;03;Hospitalisation à temps partiel de jour;932608174;2002-05-27;040005035;HJ CASA CH DIGNE;8174;;93-93-2104;93-93-2104;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;06;Générale;03;Hospitalisation à temps partiel de jour;932607417;2002-05-27;040005209;HJ CMP CH DIGNE;7417;;93-93-67297;93-93-67297;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;07;Infanto-juvénile;03;Hospitalisation à temps partiel de jour;932601639;2020-12-22;040006264;HJ CASA SITE MANOSQUE;1639;;93-93-74099;93-93-74099;;;2021-03-01;2028-02-29
040000150;GEMAVI CLINIQUE JEAN GIONO;59;Soins de suite et de réadaptation spécialisés - Affections de la personne âgée polypathologique, dépendante ou à risque de dépendance;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932608302;2010-10-18;040780389;CLINIQUE JEAN GIONO;8302;;93-93-4387;93-93-4387;;;2010-10-18;2028-04-17
040000150;GEMAVI CLINIQUE JEAN GIONO;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602420;2010-10-18;040780389;CLINIQUE JEAN GIONO;2420;;93-93-4445;93-93-4445;;;2010-10-18;2028-04-17
040000168;CENTRE DES CARMES;50;Soins de suite et de réadaptation non spécialisés;78;Juvénile (âge >= 6 ans et < 18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932601867;2010-10-18;040780405;CENTRE DES CARMES;1867;;93-93-64956;93-93-64956;;;2010-10-18;2028-04-17
040000168;CENTRE DES CARMES;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932601880;2010-10-18;040780405;CENTRE DES CARMES;1880;;93-93-64696;93-93-64696;;;2010-10-18;2028-04-17
040000168;CENTRE DES CARMES;51;Soins de suite et de réadaptation spécialisés - Affections de l'appareil locomoteur;78;Juvénile (âge >= 6 ans et < 18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932601881;2010-10-18;040780405;CENTRE DES CARMES;1881;;93-93-4392;93-93-4392;;;2010-10-18;2028-04-17
040000168;CENTRE DES CARMES;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602885;2010-10-18;040780405;CENTRE DES CARMES;2885;;93-93-4442;93-93-4442;;;2010-10-18;2028-04-17
040000192;CLINIQUE TOUTES AURES;18;Traitement du cancer;69;Chirurgie des cancers hors soumis à seuil;15;Forme non précisée;932605970;2010-12-29;040780470;CLINIQUE TOUTES AURES;5970;;93-93-48673;93-93-48673;;;2012-07-04;2028-06-29
040000200;CRF DE HAUTE PROVENCE L'EAU VIVE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932600002;2014-07-23;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;2;;93-93-64697;93-93-64697;;;2016-06-15;2028-12-14
040000200;CRF DE HAUTE PROVENCE L'EAU VIVE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602883;2010-10-18;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;2883;;93-93-4446;93-93-4446;;;2010-10-18;2028-04-17
310025010;SAS KORIAN SANTE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);762608307;2010-10-18;040780520;CLINIQUE LE VERDON;8307;;93-93-4389;93-93-4389;;;2010-10-18;2028-04-17
130037815;UGECAM PACA CORSE SIEGE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932601882;2010-10-18;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;1882;;93-93-4444;93-93-4444;;;2010-10-18;2028-04-17
130037815;UGECAM PACA CORSE SIEGE;59;Soins de suite et de réadaptation spécialisés - Affections de la personne âgée polypathologique, dépendante ou à risque de dépendance;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932601888;2010-10-18;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;1888;;93-93-4328;93-93-4328;;;2010-10-18;2028-04-17
920040862;SAS B. BRAUN AVITUM FRANCE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;40;Hémodialyse en centre pour adultes;00;Pas de forme;112600041;2006-04-24;040784860;CTRE NEPHRO B.BRAUN AVITUM MANOSQUE;41;;93-93-2132;93-93-2132;;;2010-05-31;2027-11-30
920040862;SAS B. BRAUN AVITUM FRANCE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;42;Hémodialyse en unité médicalisée;00;Pas de forme;112600049;2006-04-24;040784860;CTRE NEPHRO B.BRAUN AVITUM MANOSQUE;49;;93-93-2131;93-93-2131;;;2006-04-24;2027-11-30
920040862;SAS B. BRAUN AVITUM FRANCE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;45;Hémodialyse à domicile;00;Pas de forme;112600050;2006-04-24;040784860;CTRE NEPHRO B.BRAUN AVITUM MANOSQUE;50;;93-93-2136;93-93-2136;;;2010-05-31;2027-11-30
920040862;SAS B. BRAUN AVITUM FRANCE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;44;Hémodialyse en unité d'auto dialyse assistée;14;Non saisonnier;112608273;2006-04-24;040787541;CTRE NEPHRO B.BRAUN AVITUM DIGNE;8273;;93-93-2140;93-93-2140;;;2010-05-31;2027-11-30
920040862;SAS B. BRAUN AVITUM FRANCE;16;Traitement de l'insuffisance rénale chronique par épuration extrarénale;43;Hémodialyse en unité d'auto dialyse simple;14;Non saisonnier;112602459;2006-04-24;040787541;CTRE NEPHRO B.BRAUN AVITUM DIGNE;2459;;93-93-6800;93-93-6800;;;2010-05-31;2027-11-30
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;06;Générale;04;Hospitalisation à temps partiel de nuit;932606188;2002-05-27;040787772;CENTRE HOSPIT SPE PSY DIGNE LES BAINS;6188;;93-93-51926;93-93-51926;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;06;Générale;10;Appartement thérapeutique;932606227;2002-05-27;040787772;CENTRE HOSPIT SPE PSY DIGNE LES BAINS;6227;;93-93-52253;93-93-52253;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;06;Générale;09;Placement familial thérapeutique;932608170;2002-05-27;040787772;CENTRE HOSPIT SPE PSY DIGNE LES BAINS;8170;;93-93-2102;93-93-2102;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;07;Infanto-juvénile;09;Placement familial thérapeutique;932608171;2002-05-27;040787772;CENTRE HOSPIT SPE PSY DIGNE LES BAINS;8171;;93-93-2105;93-93-2105;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;06;Générale;01;Hospitalisation complète (24 heures consécutives ou plus);932609877;2002-05-27;040787772;CENTRE HOSPIT SPE PSY DIGNE LES BAINS;9877;;93-93-2100;93-93-2100;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;06;Générale;03;Hospitalisation à temps partiel de jour;932609878;2002-05-27;040787772;CENTRE HOSPIT SPE PSY DIGNE LES BAINS;9878;;93-93-2101;93-93-2101;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;06;Générale;03;Hospitalisation à temps partiel de jour;932607141;2002-05-27;040788218;HJ YVES ARNOUX MANOSQUE;7141;;93-93-62657;93-93-62657;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;07;Infanto-juvénile;03;Hospitalisation à temps partiel de jour;932607143;2002-05-27;040788218;HJ YVES ARNOUX MANOSQUE;7143;;93-93-62659;93-93-62659;;;2003-09-21;2026-03-21
040780215;CHI DE MANOSQUE LOUIS RAFFALLI;07;Soins de longue durée;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);932608172;2001-02-16;040788440;CHI MANOSQUE USLD SITE SAINT ANDRE;8172;;93-93-2148;93-93-2148;;;2001-08-03;2029-02-02
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;07;Infanto-juvénile;03;Hospitalisation à temps partiel de jour;932607144;2002-05-27;040788580;HJ PSY IJ CHATEAU ARNOUX;7144;;93-93-62661;93-93-62661;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;06;Générale;03;Hospitalisation à temps partiel de jour;932607140;2002-05-27;040788887;HJ PSY GEN SISTERON;7140;;93-93-62656;93-93-62656;;;2003-09-21;2026-03-21
040788879;CENTRE HOSPITALIER DE DIGNE LES BAINS;04;Psychiatrie;06;Générale;03;Hospitalisation à temps partiel de jour;932609475;2002-05-27;040789232;HJ VILLA VERTE FORCALQUIER;9475;;93-93-62654;93-93-62654;;;2003-09-21;2026-03-21
130037815;UGECAM PACA CORSE SIEGE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);02;Hospitalisation à temps partiel de jour ou de nuit;932601892;2010-10-18;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;1892;;93-93-64698;93-93-64698;;;2010-10-18;2028-04-18
130037815;UGECAM PACA CORSE SIEGE;50;Soins de suite et de réadaptation non spécialisés;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);932602886;2010-10-18;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;2886;;93-93-7907;93-93-7907;;;2010-10-18;2028-04-18
